grid,horizon_min,zone,percent,n
clarke,90,A,61.78956902407729,16373
clarke,90,B,33.821420484564875,8962
clarke,90,C,0.4302211487659446,114
clarke,90,D,3.9399199939618086,1044
clarke,90,E,0.01886934863008529,5
