grid,horizon_min,zone,percent,n
parkes,60,A,73.8734998867839,19575
parkes,60,B,24.511283870480792,6495
parkes,60,C,1.6076685032832667,426
parkes,60,D,0.007547739452034115,2
parkes,60,E,0.0,0
