grid,horizon_min,zone,percent,n
clarke,60,A,72.37149973582912,19177
clarke,60,B,24.722620575137746,6551
clarke,60,C,0.20001509547890406,53
clarke,60,D,2.7058645935542307,717
clarke,60,E,0.0,0
