grid,horizon_min,zone,percent,n
parkes,120,A,56.67220167559816,15017
parkes,120,B,38.26326515208695,10139
parkes,120,C,4.777719073137595,1266
parkes,120,D,0.2868140991772964,76
parkes,120,E,0.0,0
