grid,horizon_min,zone,percent,n
parkes,90,A,63.06136312174504,16710
parkes,90,B,33.44403351196317,8862
parkes,90,C,3.381387274511284,896
parkes,90,D,0.11321609178051174,30
parkes,90,E,0.0,0
