grid,horizon_min,zone,percent,n
clarke,30,A,89.13125518907087,23618
clarke,30,B,9.744131632576044,2582
clarke,30,C,0.0037738697260170577,1
clarke,30,D,1.1208393086270663,297
clarke,30,E,0.0,0
