grid,horizon_min,zone,percent,n
parkes,60,A,76.65106800513246,20311
parkes,60,B,21.967695675145293,5821
parkes,60,C,1.373688580270209,364
parkes,60,D,0.007547739452034115,2
parkes,60,E,0.0,0
