grid,horizon_min,zone,percent,n
parkes,90,A,65.98988602913427,17486
parkes,90,B,31.111782021284625,8244
parkes,90,C,2.781341988074572,737
parkes,90,D,0.1169899615065288,31
parkes,90,E,0.0,0
