grid,horizon_min,zone,percent,n
parkes,120,A,58.91388029285229,15611
parkes,120,B,36.99901879387124,9804
parkes,120,C,3.8833119480715528,1029
parkes,120,D,0.20378896520492112,54
parkes,120,E,0.0,0
