grid,horizon_min,zone,percent,n
clarke,90,A,65.08038342516416,17245
clarke,90,B,30.764586006491054,8152
clarke,90,C,0.388708581779757,103
clarke,90,D,3.7587742471129895,996
clarke,90,E,0.007547739452034115,2
