grid,horizon_min,zone,percent,n
clarke,120,A,58.094950562306586,15394
clarke,120,B,36.327269982640196,9626
clarke,120,C,0.6000452864367122,159
clarke,120,D,4.932447731904294,1307
clarke,120,E,0.0452864367122047,12
