aggregation,horizon_min,n,rmse,mae,r2,mard,bias,p95_abs_error
pooled,30,26498,18.92694390317195,13.064120564823178,0.9003427258312032,8.774310222744857,-1.7136078868436673,40.0990364074707
pooled,60,26498,30.618702266033328,21.924860259309536,0.738181695352053,14.694698757559326,-4.305092240848293,64.9489963531494
pooled,90,26498,38.73648173082977,28.335826205077176,0.5795992746501004,19.034588767333528,-5.877048721186791,81.57233581542954
pooled,120,26498,44.63966442221781,33.14596570660118,0.43940790478585523,22.231676737816265,-7.546739500075865,93.92803649902339
